SGB	ann	HAN_mean	ZANG_mean	p	type	FC	group
1111525849480093_bin.32		1.78e-08	2.59e-08	1.38280825482449	A	0.541074856720156	pass
1111525849480093_bin.35		1.09e-08	1.31e-08	0.776720551548158	A	0.265238676760524	pass
1111525849480093_bin.43		2.21e-08	2.68e-08	0.93906291796559	A	0.278186631066341	pass
1111525849480093_bin.45		2.13e-08	1.75e-08	0.0728055515821744	A	-0.283498508393509	pass
1111525849480093_bin.55		4.02e-08	2.63e-08	0.439311140221403	A	-0.612132701886626	pass
1111525849480213_bin.23		1.27e-08	1.47e-08	0.711362060317034	A	0.210987658064198	pass
1111525849480213_bin.28		1.16e-08	1.29e-08	0.711362060317034	A	0.153246260295682	pass
1111525849480310_bin.11		1.43e-08	1.15e-08	0.297131809322263	A	-0.314381285834014	pass
1111525849480310_bin.22		1.21e-08	1.08e-08	0.131590155140268	A	-0.163975735111126	pass
1111525849480310_bin.3		1.4e-08	1.37e-08	0.814091936963069	A	-0.0312509339844396	pass
1111525849480310_bin.33		1.39e-08	1.35e-08	0.252410093315379	A	-0.0421254756726766	pass
1111525849480310_bin.46		2.92e-08	1.63e-08	0.286997134187372	A	-0.84109640464894	pass
1111525849480310_bin.9		1.06e-08	1.14e-08	0.628156764543019	A	0.104969559601542	pass
1111525849480358_bin.18		1.66e-08	1.59e-08	0.247580687034662	A	-0.0621564760625693	pass
1111525849480358_bin.26		1.16e-08	1.26e-08	0.54936494462694	A	0.119298928372344	pass
1111525849480937_bin.13		6.14e-08	1.49e-08	0.148254084525389	A	-2.04292632490802	pass
1111525849480937_bin.7		1.47e-08	1.93e-08	1.27817076903398	A	0.392784692431716	pass
1111525849480988_bin.1		2.8e-08	2.04e-08	0.530349204876652	A	-0.456857674973471	pass
1111525849480988_bin.16		1.29e-08	1.43e-08	0.697185446578817	A	0.148644081355135	pass
1111525849480988_bin.20		1.37e-08	1.44e-08	0.568652552752066	A	0.0718929184817857	pass
1111525849480988_bin.37		1.36e-08	1.27e-08	0.135716630218895	A	-0.0987781544781735	pass
1111525849480988_bin.41		1.54e-08	1.41e-08	0.0230708984019752	A	-0.127235188296108	pass
1111525849480988_bin.51		1.29e-08	1.23e-08	0.0437917099422941	A	-0.0687127500840144	pass
1111525849480988_bin.7		2.23e-08	1.83e-08	0.233258699881911	A	-0.285200061636262	pass
1111525849481762_bin.27		1.52e-07	2.78e-07	1.11552178113053	A	0.871013559279922	pass
1111525849481828_bin.14		6.32e-07	2.13e-08	0.0995175140146793	A	-4.89099922283863	pass
1111525849481828_bin.18		1.36e-08	1.15e-08	1.03815480025053	A	-0.241972790305964	pass
1111525849481828_bin.25		1.42e-08	1.34e-08	0.0197028164190726	A	-0.0836579290469097	pass
1111525849481828_bin.39		1.19e-08	1.19e-08	0.0473312347135898	A	0	pass
1111525849481828_bin.8		3.17e-08	2.68e-08	0.219184918843674	A	-0.242249839681635	pass
1111525849481954_bin.31		1.67e-08	1.69e-08	0.28197206169209	A	0.0171751438081319	pass
1111525849483071_bin.25		4.71e-08	1.55e-07	1.20457355337675	A	1.71846925054882	pass
1111525849483430_bin.14		1.3e-08	1.22e-08	0.0508955362805823	A	-0.0916304754655682	pass
1111525849483430_bin.17		5.45e-08	7.33e-08	0.852273291248592	A	0.427556968469523	pass
1111525849483863_bin.19	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus thermophilus	1.11e-07	7.79e-07	3.95510370009924	A	2.81106365171156	ZANG
1111525849484783_bin.10		2.44e-08	1.92e-08	0.365780388227727	A	-0.34577483684173	pass
1111525849484783_bin.5		1.14e-08	1.12e-08	0.095624871620457	A	-0.0255350921071376	pass
1111525849485004_bin.11		1.07e-08	1.13e-08	0.354903867726815	A	0.0787119760140408	pass
1111525849485004_bin.12		1.49e-08	1.45e-08	0.297131809322263	A	-0.039259430447227	pass
1111525849485004_bin.26		2.36e-07	3.64e-07	0.683132821051755	A	0.625151590836855	pass
1111525849486058_bin.8		9.3e-09	1.11e-08	0.947151136055509	A	0.255257055242075	pass
1111525849486260_bin.15		8.19e-07	1.28e-07	0.302241513706107	A	-2.67771964164101	pass
1111525849486260_bin.39		1.27e-08	1.16e-08	0.0995175140146793	A	-0.130703691644594	pass
1111525849486260_bin.8		1.52e-07	5.64e-08	0.676152919754621	A	-1.43030425593215	pass
1111525849486442_bin.21		4.89e-08	3.96e-08	0.365780388227727	A	-0.304334034872624	pass
1111525849486576_bin.10		1.45e-08	1.33e-08	0.174045620517995	A	-0.124626654513745	pass
1111525849486576_bin.11		1.21e-08	1.26e-08	0.614719970107509	A	0.0584166862253218	pass
1111525849486576_bin.14		1.81e-08	1.46e-08	0.252410093315379	A	-0.310021328203188	pass
1111525849486576_bin.21		1.72e-08	1.74e-08	0.860004409276281	A	0.0166787411466304	pass
1111525849486576_bin.24		1.37e-08	1.11e-08	0.123415847359809	A	-0.303616216610421	pass
1111525849486576_bin.25		1.8e-08	1.5e-08	0.349508828568509	A	-0.263034405833794	pass
1111525849486576_bin.29		1.37e-08	1.23e-08	0.127489915580554	A	-0.155517577621287	pass
1111525849486576_bin.32		4.52e-08	3.9e-08	0.371261963963016	A	-0.212848648665577	pass
1111525849486576_bin.34		1.13e-08	9.62e-09	0.690163144818172	A	-0.232213973532508	pass
1111525849486576_bin.36		3.74e-08	3.07e-08	0.302241513706107	A	-0.284799614517457	pass
1111525849486576_bin.37		1.58e-08	1e-08	0.740193939595889	A	-0.659924558402378	pass
1111525849486576_bin.41		1.48e-08	1.26e-08	0.182856893213223	A	-0.232173442129033	pass
1111525849486576_bin.43		1.85e-08	1.6e-08	0.103435880397022	A	-0.20945336562895	pass
1111525849486576_bin.50		2.33e-08	1.08e-08	0.0544846839478839	A	-1.10929864249081	pass
1111525849486576_bin.67		1.75e-08	1.28e-08	0.205357856332789	A	-0.451211111832329	pass
1111525849486576_bin.69		1.46e-07	1.83e-08	0.123415847359809	A	-2.99605281548334	pass
1111525849486576_bin.7		1.33e-07	1.9e-08	0.252410093315379	A	-2.8073549220576	pass
1111525849486576_bin.75		3.06e-08	2.45e-08	0.376772478641566	A	-0.320749903690081	pass
1111525849486576_bin.79		1.77e-07	5.9e-08	0.111350047573583	A	-1.58496250072116	pass
1111525849486576_bin.83		1.61e-08	1.43e-08	0.344142541499086	A	-0.171045541336227	pass
1111525849486576_bin.9		8.47e-08	5.94e-08	0.562193079239876	A	-0.511899038531433	pass
1111525849638712_bin.14		1.83e-08	2.07e-08	0.740088311410408	A	0.177787119215283	pass
1111525849638712_bin.15		2.97e-08	2.27e-08	0.205357856332789	A	-0.387770633509851	pass
1111525849638712_bin.3		3.37e-06	1.04e-06	0.0298799619067695	A	-1.69616506304077	pass
1111525849638922_bin.3		1.57e-08	1.57e-08	0.307379529622973	A	0	pass
1111525849638977_bin.20		1.51e-07	3.26e-07	1.68863717997283	A	1.110323414906	pass
1111525849640249_bin.103		3.07e-08	2.53e-08	0.25726729334623	A	-0.279101270675869	pass
1111525849640249_bin.105		1.7e-08	1.46e-08	0.25726729334623	A	-0.219566377257685	pass
1111525849640249_bin.109		1.39e-08	1.54e-08	0.718496943817745	A	0.147845467971394	pass
1111525849640249_bin.11		2.16e-08	1.73e-08	0.404760748187619	A	-0.320259274526744	pass
1111525849640249_bin.110		1.66e-08	1.74e-08	0.328215710514503	A	0.0679040645018035	pass
1111525849640249_bin.111		1.99e-08	1.9e-08	0.0803102376492452	A	-0.0667690122127008	pass
1111525849640249_bin.114		1.24e-08	1.28e-08	0.272006191872291	A	0.0458036896131248	pass
1111525849640249_bin.115		1.45e-08	1.82e-08	1.02131787730274	A	0.327885550183762	pass
1111525849640249_bin.12		2.3e-08	1.76e-08	0.127489915580554	A	-0.386058432307078	pass
1111525849640249_bin.125		8.27e-09	9.38e-09	0.54936494462694	A	0.181700593344102	pass
1111525849640249_bin.127		1.27e-08	1.49e-08	0.947144126045937	A	0.230483833689996	pass
1111525849640249_bin.13		1.86e-08	1.48e-08	0.456983662319628	A	-0.329705445479082	pass
1111525849640249_bin.130		1.29e-08	1.13e-08	0.0230708984019752	A	-0.191048293008066	pass
1111525849640249_bin.14		1.29e-08	1.15e-08	0.161029870635499	A	-0.165737204478879	pass
1111525849640249_bin.140		1.37e-08	1.03e-08	0.178437807138102	A	-0.411531555777308	pass
1111525849640249_bin.143		1.68e-08	1.34e-08	0.511604283783859	A	-0.326228232320988	pass
1111525849640249_bin.144		3.77e-08	3.15e-08	0.262152342044556	A	-0.259212694881386	pass
1111525849640249_bin.147		1.43e-08	1.21e-08	0.354903867726815	A	-0.241008099503795	pass
1111525849640249_bin.15		4.6e-08	3.79e-08	0.354903867726815	A	-0.279436012773284	pass
1111525849640249_bin.152		2.2e-08	1.88e-08	0.228539933794988	A	-0.226770861847022	pass
1111525849640249_bin.157		2.58e-08	2e-08	0.416160224815816	A	-0.367371065648529	pass
1111525849640249_bin.159		1.28e-08	1.31e-08	0.365780388227727	A	0.0334230015374503	pass
1111525849640249_bin.160		4.87e-08	3.97e-08	0.317740698433433	A	-0.294782764939384	pass
1111525849640249_bin.163		1.28e-08	1.28e-08	0.312545907975954	A	0	pass
1111525849640249_bin.22		1.83e-08	1.74e-08	0.272006191872291	A	-0.0727563424353141	pass
1111525849640249_bin.23		1.38e-08	1.41e-08	0.219184918843674	A	0.0310268956206246	pass
1111525849640249_bin.24		2.3e-08	1.8e-08	0.209939556673053	A	-0.353636954614701	pass
1111525849640249_bin.29		1.54e-08	1.57e-08	0.54936494462694	A	0.0278342081967259	pass
1111525849640249_bin.3		1.52e-08	1.58e-08	0.416160224815816	A	0.0558532347335174	pass
1111525849640249_bin.31		1.12e-08	1.14e-08	0.387880510550473	A	0.0255350921071375	pass
1111525849640249_bin.34		1.3e-08	1.26e-08	0	A	-0.045087889528538	pass
1111525849640249_bin.39		1.31e-08	1.38e-08	0.360327704320902	A	0.0751014552407187	pass
1111525849640249_bin.4		1.77e-08	1.47e-08	0.376772478641566	A	-0.267933205246633	pass
1111525849640249_bin.41		1.17e-08	1.17e-08	0.0654019037448616	A	0	pass
1111525849640249_bin.42		2.1e-08	1.71e-08	0.328215710514503	A	-0.296393002780225	pass
1111525849640249_bin.47		1.75e-08	2.38e-08	1.6250610277273	A	0.443606651475615	pass
1111525849640249_bin.56		8.98e-09	9.84e-09	0.262158790302752	A	0.131942870598093	pass
1111525849640249_bin.57		1.58e-08	1.67e-08	0.228539933794988	A	0.0799235442969494	pass
1111525849640249_bin.6		1.08e-08	1.27e-08	1.22277600206124	A	0.233797184608697	pass
1111525849640249_bin.62		1.94e-08	4.7e-08	0.292050366103826	A	1.27660410437787	pass
1111525849640249_bin.7		2.03e-08	1.72e-08	0.302241513706107	A	-0.239071162483078	pass
1111525849640249_bin.70		1.88e-08	1.64e-08	0.0544846839478839	A	-0.197036847059554	pass
1111525849640249_bin.77		1.51e-08	1.34e-08	0.119367889295413	A	-0.172315548867307	pass
1111525849640249_bin.78		2.85e-08	1.55e-08	0.530349204876652	A	-0.878693703777866	pass
1111525849640249_bin.8		1.72e-08	1.45e-08	0.360327704320902	A	-0.246355664687163	pass
1111525849640249_bin.83		1.88e-08	1.74e-08	0.0333210885947626	A	-0.111645355828909	pass
1111525849640249_bin.86		9.67e-09	1.02e-08	0.555763887955341	A	0.0769813573820168	pass
1111525849640249_bin.87		2.39e-08	2e-08	0.209939556673053	A	-0.257010618206024	pass
1111525849640249_bin.88		1.95e-08	1.54e-08	0.776698224021027	A	-0.340543773054709	pass
1111525849640249_bin.9		2.1e-08	2.43e-08	1.09810221736679	A	0.210566985939658	pass
1111525849640249_bin.91		2.22e-08	1.81e-08	0.317740698433433	A	-0.294569979266901	pass
1111525849640249_bin.93		1.3e-08	1.17e-08	0.174045620517995	A	-0.15200309344505	pass
1111525849640249_bin.94		1.26e-08	1.36e-08	0.480961662254077	A	0.110182917750423	pass
1111525849640249_bin.95		4.87e-07	1.97e-08	0.233258699881911	A	-4.62765423751333	pass
1111525849640249_bin.96		1.85e-08	1.55e-08	0.410445858098754	A	-0.255257055242075	pass
1111525849640573_bin.12		1.12e-08	1.31e-08	0.799040148949787	A	0.226068079479846	pass
1111525849640573_bin.15		8.1e-08	2.09e-08	0.127489915580554	A	-1.9544189656911	pass
1111525849640573_bin.28		8.87e-09	1.09e-08	0.955257324901692	A	0.297322125363225	pass
1111525849640573_bin.31		1.52e-08	1.3e-08	0.115345977453553	A	-0.225559700415131	pass
1111525849640573_bin.32		1.42e-08	1.46e-08	0.393478119284363	A	0.0400774393753351	pass
1111525849640573_bin.37		1.22e-08	1.66e-08	1.74254352396366	A	0.444302093784038	pass
1111525849640573_bin.7		1.14e-08	1.37e-08	1.10679575719173	A	0.265142068795785	pass
1111525849644360_bin.32		6.7e-09	8.11e-09	0.747401183318919	A	0.275540818872138	pass
1111525849644360_bin.38		2.38e-08	1.45e-06	0.338804957821619	A	5.92894751648172	pass
1111525849644360_bin.42		1.14e-08	2.18e-08	0.836905993617248	A	0.935294310612185	pass
1111525849644360_bin.43		3.93e-08	3.57e-07	0.594794042273758	A	3.18332285665786	pass
1111525849644360_bin.5	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__	3.16e-06	4.34e-08	3.05781528710085	A	-6.18608570550735	HAN
1111525849644733_bin.13		3.06e-07	1.3e-07	1.06365236168222	A	-1.2350200296642	pass
1111525849644833_bin.10		1.89e-07	3.29e-08	0.922996378844823	A	-2.52222674537319	pass
1111525849644833_bin.21		4.93e-08	3.96e-08	0.0197028164190726	A	-0.316087216298302	pass
1111525849645106_bin.7		1.57e-08	2.07e-08	1.34429574652585	A	0.398866208607698	pass
1111525849645752_bin.44		1.98e-08	3.22e-08	0.06909113198266	A	0.701560258035007	pass
1111525849645752_bin.47		2.17e-07	3.54e-07	0.312545907975954	A	0.706054317638518	pass
1111525849645752_bin.6		9.79e-08	1.11e-07	0.354903867726815	A	0.181178911633773	pass
1111525849649875_bin.41		2.21e-08	1.74e-08	0.0841006383294873	A	-0.344959063542703	pass
1111525849650039_bin.1		2.77e-08	2.38e-08	0.148254084525389	A	-0.218924402741245	pass
1111525849650039_bin.17		2.85e-08	2.33e-08	0.317740698433433	A	-0.290631964397824	pass
1111525849650039_bin.18		1.72e-08	1.73e-08	0.505415975841836	A	0.00836347293462671	pass
1111525849650039_bin.23		3.06e-08	2.57e-08	0.223848691741952	A	-0.251763293498774	pass
1111525849650039_bin.8		7.56e-08	1.29e-08	0.0130391873227313	A	-2.55101516879782	pass
1111525849650039_bin.9		2.21e-08	1.84e-08	0.0580987484067836	A	-0.264340603334419	pass
1111525849650090_bin.3		1.25e-08	1.24e-08	0.322963949359077	A	-0.0115879742752117	pass
1111525849663614_bin.69		5.73e-08	4.78e-08	0.209939556673053	A	-0.261524520776156	pass
1111525849663614_bin.77		7.81e-08	6.51e-08	0.228539933794988	A	-0.262665004976344	pass
1111525849663614_bin.83		1.25e-08	1.59e-08	1.25032557194009	A	0.347098670622268	pass
1111525849663614_bin.90		1.46e-08	1.4e-08	0.21454855891446	A	-0.0605415419350509	pass
1111525849663683_bin.19		2.52e-07	2.16e-07	0.23800504497583	A	-0.222392421336448	pass
1111525849663683_bin.3		1.5e-07	1.2e-07	1.13307135376023	A	-0.321928094887362	pass
1111525849663740_bin.22		6.91e-08	1.08e-07	0.462933652984331	A	0.644273696662572	pass
1111525849663802_bin.14		1.25e-08	1.34e-08	0.690143651732447	A	0.100304905795685	pass
1111525849663802_bin.20		1.74e-08	1.61e-08	0.0333210885947626	A	-0.112026617734111	pass
1111525849663802_bin.8_new		1.47e-08	1.39e-08	0.54936494462694	A	-0.0807312721128569	pass
1111525849663969_bin.10		1.1e-08	1.26e-08	0.836930319755747	A	0.195920209975257	pass
1111525849663969_bin.5		6.9e-08	1.56e-08	0.410445858098754	A	-2.14505033280328	pass
1111525849664398_bin.10		5.01e-08	1.5e-08	0.0473312347135898	A	-1.73984810269933	pass
1111525849664761_bin.1		3.18e-06	2.22e-06	2.74838075754044	A	-0.51846708893425	pass
1111525849667770_bin.14		5.89e-08	5.1e-08	0.127489915580554	A	-0.207770386971603	pass
1111525849667897_bin.20		4.01e-07	2.86e-07	0.169680274930651	A	-0.487587089676531	pass
1111525849668257_bin.4		1.94e-08	2.04e-08	0.588213055533068	A	0.072512499784368	pass
1111525849668257_bin.6		5.24e-08	4.27e-08	0.095624871620457	A	-0.29533074191696	pass
1111525849668582_bin.12		1.01e-08	1.3e-08	1.41205157337445	A	0.36415633027666	pass
1111525849668582_bin.18		1.18e-07	2.16e-07	0.00322397376297497	A	0.872244452801627	pass
1111525849668977_bin.23		4.07e-08	3.03e-08	0.382311979039694	A	-0.425711000793296	pass
1111525849668977_bin.3		4.99e-08	3.69e-08	1.25957442921727	A	-0.435418999276864	pass
1111525849669408_bin.9		5.34e-08	4.13e-08	0.451063274777243	A	-0.370697960268109	pass
1111525849669703_bin.2		1.15e-08	1.41e-08	1.17751534118384	A	0.294061301454418	pass
1111525849669823_bin.8		2.03e-08	1.78e-08	0.0728055515821744	A	-0.189602486218778	pass
1111525849669879_bin.23		1.31e-08	1.48e-08	0.915010988196684	A	0.1760303640915	pass
1111525849670236_bin.6		3.57e-08	3.02e-08	0.135716630218895	A	-0.241375524704021	pass
1111525849736752_bin.14		7.57e-09	9.58e-09	1.17755130925504	A	0.339732355750449	pass
1111525849736752_bin.15		1.35e-08	1.35e-08	0.148254084525389	A	0	pass
1111525849736752_bin.20		1.28e-08	1.86e-08	0.562193079239876	A	0.539158811108031	pass
1111525849736752_bin.44		2.87e-08	2.29e-08	0.445172448703273	A	-0.325703138578744	pass
1111525849736824_bin.22		4.18e-08	3.32e-08	0.74734777837385	A	-0.332319700733958	pass
1111525849736894_bin.11		2.65e-08	1.52e-08	0.58166250295906	A	-0.801921036006976	pass
1111525849736894_bin.31		3.82e-08	2.73e-08	0.601405497443051	A	-0.484671687115896	pass
1111525849736894_bin.48		2.45e-08	2e-08	0.233258699881911	A	-0.292781749227846	pass
1111525849736894_bin.8		3.48e-08	2.84e-08	0.328215710514503	A	-0.293196376344046	pass
1111525849736894_bin.9		3.56e-08	2.97e-08	0.23800504497583	A	-0.261414310165632	pass
1111525849736908_bin.15		1.28e-07	1.24e-07	0.0130391873227313	A	-0.045803689613125	pass
1111525849736908_bin.30		1.96e-08	3.83e-08	0.852273291248592	A	0.966490737809749	pass
1111525849736908_bin.41		1.45e-08	1.62e-08	0.697185446578817	A	0.15994091286969	pass
1111525849736936_bin.29		1.78e-08	1.98e-08	0.704258236636407	A	0.153623189113212	pass
1111525849736936_bin.3		1.27e-08	1.41e-08	0.493129115664506	A	0.150866665626628	pass
1111525849736936_bin.31		2.16e-08	1.68e-08	0.451063274777243	A	-0.362570079384708	pass
1111525849736936_bin.37		1.84e-08	1.76e-08	0.628156764543019	A	-0.0641303374197157	pass
1111525849736936_bin.47		1.31e-08	1.43e-08	0.480961662254077	A	0.126448335240939	pass
1111525849736979_bin.1		1.37e-07	9.03e-08	0.349508828568509	A	-0.601378000367031	pass
1111525849737037_bin.19		5.68e-08	4.44e-08	0.530349204876652	A	-0.355331253154576	pass
1111525849737037_bin.2		2.22e-08	2.19e-08	0.416160224815816	A	-0.0196288067489325	pass
1111525849737037_bin.23		3.46e-08	1.76e-08	0.799040148949787	A	-0.975196608999428	pass
1111525849737037_bin.29		2.1e-08	1.84e-08	0.135716630218895	A	-0.19068356160911	pass
1111525849737158_bin.14		2.15e-08	2e-08	0.588213055533068	A	-0.104336659814736	pass
1111525849737158_bin.18_new		5.01e-08	4.33e-08	0.0803102376492452	A	-0.210443578468484	pass
1111525849737158_bin.35		2e-07	7.11e-08	0.0879164996599725	A	-1.49207853504267	pass
1111525849737189_bin.1		5.28e-08	4.02e-08	0.732860037291841	A	-0.393342428179525	pass
1111525849737205_bin.12		2.61e-08	2.15e-08	0.382311979039694	A	-0.279713146980424	pass
1111525849737484_bin.1		1.49e-08	1.43e-08	0.228539933794988	A	-0.0592971836837721	pass
1111525849737484_bin.17		1.62e-08	1.41e-08	0.123415847359809	A	-0.200298650485831	pass
1111525849737484_bin.20		1.47e-08	1.85e-08	1.34429574652585	A	0.331709115679948	pass
1111525849737484_bin.22		5.77e-08	4.79e-08	0.302241513706107	A	-0.268545662909302	pass
1111525849737484_bin.26		2.76e-08	2.22e-08	0.28197206169209	A	-0.314108590428063	pass
1111525849737484_bin.28		2.56e-08	2.16e-08	0.25726729334623	A	-0.245112497836531	pass
1111525849737484_bin.3		1.58e-08	1.38e-08	0.387880510550473	A	-0.195256291398934	pass
1111525849737484_bin.31		2.45e-08	1.96e-08	0.410445858098754	A	-0.321928094887362	pass
1111525849737484_bin.8		1.06e-08	1.21e-08	0.740088311410408	A	0.190942782711395	pass
1111525849737518_bin.20		1.72e-08	1.91e-08	0.754638470753083	A	0.151164073333651	pass
1111525849737518_bin.30		1.32e-08	1.29e-08	0.0333210885947626	A	-0.0331668639351995	pass
1111525849739687_bin.11		3.85e-07	5.82e-07	0.575142348188893	A	0.59616070732602	pass
1111525849740170_bin.15		1.37e-07	1.31e-07	0.20080340166015	A	-0.0646090814230765	pass
1111525849742525_bin.5		1.11e-08	1.2e-08	0.568652552752066	A	0.112474729258413	pass
1111525849742525_bin.6		9.72e-09	1.01e-08	0.272006191872291	A	0.055327074033376	pass
1111525849742850_bin.16		2.66e-08	3.12e-08	0.00322397376297497	A	0.230119783361059	pass
1111525849742850_bin.4		7.32e-08	7.49e-08	0.223848691741952	A	0.0331220701747087	pass
1111525849742957_bin.1		1.96e-08	1.86e-08	0.148254084525389	A	-0.0755510330071767	pass
1111525849743258_bin.42		2.98e-08	3.16e-08	0.740088311410408	A	0.0846122277149414	pass
1111525849743575_bin.1		2.69e-08	2.42e-08	0.103435880397022	A	-0.152599125282029	pass
1111525849743575_bin.107		3.95e-08	3.17e-08	0.338804957821619	A	-0.317369812925058	pass
1111525849743575_bin.108		4.27e-08	3.1e-08	0.480961662254077	A	-0.461967854346253	pass
1111525849743575_bin.113		5.59e-08	4.62e-08	0.242779022601954	A	-0.274955431427133	pass
1111525849743575_bin.12		4e-08	3.13e-08	0.404760748187619	A	-0.353837342842106	pass
1111525849743575_bin.20		2.92e-08	1.79e-08	0.387880510550473	A	-0.706008781615761	pass
1111525849743575_bin.30		3.71e-08	3.57e-08	0.0654019037448616	A	-0.0554951125917036	pass
1111525849743575_bin.39		6.93e-08	4.04e-08	0.89124600458054	A	-0.778500059385419	pass
1111525849743575_bin.40		1.87e-08	1.45e-08	0	A	-0.366985369872702	pass
1111525849743575_bin.43		4.35e-08	2.48e-08	0.0544846839478839	A	-0.810675280349215	pass
1111525849743575_bin.45		4.17e-08	1.69e-08	0.704258236636407	A	-1.30302413716248	pass
1111525849743575_bin.5		2.3e-08	1.77e-08	0.499257599244085	A	-0.377884500861378	pass
1111525849743575_bin.56		6.88e-08	4.74e-08	1.11552178113053	A	-0.537521505803839	pass
1111525849743575_bin.57		4.53e-08	2.83e-08	0.0402768911933972	A	-0.678708997214353	pass
1111525849743575_bin.70		1.96e-07	5.06e-08	0.174045620517995	A	-1.95364436430826	pass
1111525849743575_bin.83		1.97e-08	1.65e-08	0.404760748187619	A	-0.255729605210561	pass
1111525849743575_bin.92		1.93e-08	1.66e-08	0.416160224815816	A	-0.217417605921156	pass
1111525849743575_bin.99		2.72e-08	2.23e-08	0.376772478641566	A	-0.286562941330035	pass
1111525849743663_bin.12		2.37e-08	1.97e-08	0.276975098125274	A	-0.266691429441883	pass
1111525849743663_bin.15		1.22e-08	1.35e-08	0.575142348188893	A	0.146078259487945	pass
1111525849743663_bin.2		1.31e-08	1.45e-08	0.499257599244085	A	0.146486088477484	pass
1111525849743663_bin.8		1.57e-08	1.37e-08	0.00974354286587669	A	-0.1965886659311	pass
1111525849743902_bin.2		1.89e-07	7.75e-08	1.27817076903398	A	-1.28611801894684	pass
1111525849748616_bin.32		1.43e-08	1.78e-08	0.711362060317034	A	0.315862094188008	pass
1111525849748616_bin.37		1.76e-08	1.51e-08	0.292050366103826	A	-0.221026879312218	pass
1111525849748616_bin.46		2.64e-08	2.19e-08	0.187302938445622	A	-0.26960705975728	pass
1111525849748686_bin.21		1.27e-07	1.14e-07	0.115345977453553	A	-0.155794672607424	pass
1111525849752591_bin.35		1.43e-08	1.33e-08	0.23800504497583	A	-0.1045889012772	pass
1111525849752591_bin.7		1.61e-08	1.59e-08	0.219184918843674	A	-0.0180339228302615	pass
1111525849752670_bin.3		2.68e-07	4.23e-07	2.00141663136466	A	0.658424662662177	pass
1111525849753200_bin.13		6.91e-06	1.66e-05	0.21454855891446	A	1.26442562584603	pass
1111525849753914_bin.31		4.61e-08	3.84e-08	0.28197206169209	A	-0.263660439708182	pass
1111525849755503_bin.1		1.19e-08	1.13e-08	0.0130391873227313	A	-0.0746388008927559	pass
1111525849755503_bin.11		1.22e-08	1.23e-08	0.480961662254077	A	0.0117771677763535	pass
1111525849755503_bin.15		1.06e-08	1.15e-08	0.524070859275255	A	0.117569596381176	pass
1111525849755503_bin.23		1.16e-08	1.41e-08	0.955257324901692	A	0.281570357271222	pass
