SGB	ann	Female_mean	Male_mean	p	type	FC	group
1111525849480093_bin.32		1.91e-08	2.69e-08	1.55856775097058	A	-0.494033534520876	pass
1111525849480093_bin.35		1.16e-08	1.19e-08	0.516363280421429	A	-0.0368367681803716	pass
1111525849480093_bin.43		2.22e-08	2.7e-08	1.35795418708551	A	-0.282399730700725	pass
1111525849480093_bin.45		2.1e-08	2.18e-08	0.238271880017926	A	-0.0539388071108037	pass
1111525849480093_bin.55		3.54e-08	3.48e-08	1.54913535375634	A	0.024662054234269	pass
1111525849480213_bin.23		1.29e-08	1.43e-08	0.536626617042391	A	-0.148644081355135	pass
1111525849480213_bin.28		1.01e-08	1.42e-08	2.04755304802577	A	-0.491535636752887	pass
1111525849480310_bin.11		1.44e-08	1.22e-08	0.391764696575395	A	0.239187663879426	pass
1111525849480310_bin.22		1.23e-08	1.13e-08	0.0916931877941088	A	0.122335542924052	pass
1111525849480310_bin.3		1.1e-08	1.68e-08	1.50242450814527	A	-0.610957709254101	pass
1111525849480310_bin.33		1.23e-08	1.55e-08	1.00643342576527	A	-0.333609899934998	pass
1111525849480310_bin.46		2.65e-08	2.26e-08	1.61579711837639	A	0.229669587035374	pass
1111525849480310_bin.9		9.82e-09	1.21e-08	0.97638178794376	A	-0.301212117847264	pass
1111525849480358_bin.18		1.55e-08	1.75e-08	0.76487067126297	A	-0.175086706558091	pass
1111525849480358_bin.26		1.06e-08	1.35e-08	1.70369654340199	A	-0.348895142487632	pass
1111525849480937_bin.13		2.23e-08	6.3e-08	1.13109300742095	A	-1.49830811846697	pass
1111525849480937_bin.7		1.47e-08	1.85e-08	1.52101877091091	A	-0.331709115679948	pass
1111525849480988_bin.1		3.01e-08	2.09e-08	1.2461040707432	A	0.526260544678819	pass
1111525849480988_bin.16		1.28e-08	1.43e-08	0.600821296343512	A	-0.159871336778389	pass
1111525849480988_bin.20		1.25e-08	1.56e-08	1.28854255678778	A	-0.319617934200161	pass
1111525849480988_bin.37		1.28e-08	1.4e-08	0.323558074311875	A	-0.129283016944966	pass
1111525849480988_bin.41		1.24e-08	1.78e-08	2.5608385309073	A	-0.521537120579523	pass
1111525849480988_bin.51		1.25e-08	1.33e-08	0.172751146614341	A	-0.0894981508391025	pass
1111525849480988_bin.7		1.93e-08	2.26e-08	0.251191307357385	A	-0.227721925147107	pass
1111525849481762_bin.27		2.26e-07	1.64e-07	0.188602747422067	A	0.462626957797104	pass
1111525849481828_bin.14		7.33e-07	6.06e-08	1.45646195687632	A	3.59642349954822	pass
1111525849481828_bin.18		9.3e-09	1.62e-08	1.29711710233385	A	-0.800691191776593	pass
1111525849481828_bin.25		1.43e-08	1.4e-08	0.0746822358880959	A	0.0305883198334232	pass
1111525849481828_bin.39		1.19e-08	1.23e-08	0.102146832625021	A	-0.0476967420312961	pass
1111525849481828_bin.8		3.48e-08	2.56e-08	1.9185416840055	A	0.442943495848728	pass
1111525849481954_bin.31		1.53e-08	1.86e-08	1.01401544571539	A	-0.28177096841538	pass
1111525849483071_bin.25		4.77e-08	1.25e-07	1.38446608188172	A	-1.38986692354394	pass
1111525849483430_bin.14		1.35e-08	1.23e-08	0.361966668009515	A	0.134301091711591	pass
1111525849483430_bin.17		6.75e-08	5.4e-08	0.745043489093982	A	0.321928094887362	pass
1111525849483863_bin.19		4.61e-07	2.43e-07	0.725452954764868	A	0.923810436823557	pass
1111525849484783_bin.10		2.51e-08	2.07e-08	0.661847160463233	A	0.278056596451447	pass
1111525849484783_bin.5		1.14e-08	1.15e-08	0.00288719673882854	A	-0.0126000367796336	pass
1111525849485004_bin.11		1.04e-08	1.17e-08	0.328277161058519	A	-0.169925001442312	pass
1111525849485004_bin.12		1.23e-08	1.73e-08	1.98247288977171	A	-0.492113722297485	pass
1111525849485004_bin.26		4.19e-07	1.57e-07	1.10717248713496	A	1.41618568480772	pass
1111525849486058_bin.8		9.52e-09	1.07e-08	0.491369290015199	A	-0.168577317980566	pass
1111525849486260_bin.15		9.69e-07	1.33e-07	0.606808881087222	A	2.86507041991389	pass
1111525849486260_bin.39		1.1e-08	1.38e-08	1.26299276743347	A	-0.327164743253509	pass
1111525849486260_bin.8	d__Bacteria;p__Cyanobacteria;c__Sericytochromatia;o__UBA7694;f__JACMQJ01;g__JACMQJ01;s__	1.58e-07	7.37e-08	2.27290750172295	A	1.1001880339694	Female
1111525849486442_bin.21		5.24e-08	3.99e-08	1.77378466072941	A	0.393178065315104	pass
1111525849486576_bin.10		1.36e-08	1.49e-08	0.427616657751027	A	-0.131705679211822	pass
1111525849486576_bin.11		1.04e-08	1.42e-08	1.35795418708551	A	-0.44930740136359	pass
1111525849486576_bin.14		1.52e-08	1.85e-08	0.376758744124334	A	-0.283453947072727	pass
1111525849486576_bin.21		1.99e-08	1.48e-08	0.784935525498186	A	0.427171254914699	pass
1111525849486576_bin.24		1.21e-08	1.33e-08	1.0600909758144	A	-0.136419198226595	pass
1111525849486576_bin.25		1.72e-08	1.71e-08	0.0916931877941088	A	0.0084122398162	pass
1111525849486576_bin.29		1.41e-08	1.27e-08	0.386738878710768	A	0.150866665626628	pass
1111525849486576_bin.32		4.83e-08	3.93e-08	1.47475749785494	A	0.297493876577167	pass
1111525849486576_bin.34		8.85e-09	1.3e-08	0.349232563611645	A	-0.554762262945457	pass
1111525849486576_bin.36		4.04e-08	3.04e-08	1.66432414419928	A	0.410283969308209	pass
1111525849486576_bin.37		8.5e-09	1.85e-08	0.760475069175912	A	-1.12199052437861	pass
1111525849486576_bin.41		1.51e-08	1.35e-08	0.304914254780032	A	0.161589142274248	pass
1111525849486576_bin.43		1.95e-08	1.61e-08	0.924849975329164	A	0.276413435634994	pass
1111525849486576_bin.50		2.34e-08	1.39e-08	0.832683504297756	A	0.751423646859897	pass
1111525849486576_bin.67		1.44e-08	1.75e-08	0.718975189119991	A	-0.281286110390016	pass
1111525849486576_bin.69		1.85e-08	1.68e-07	0.686977743057808	A	-3.18286405714981	pass
1111525849486576_bin.7		2.83e-08	1.44e-07	0.213038080497887	A	-2.34719485349779	pass
1111525849486576_bin.75		3.1e-08	2.65e-08	0.357083307999203	A	0.226275855823676	pass
1111525849486576_bin.79		8.17e-08	1.72e-07	0.896004004389716	A	-1.07400058144378	pass
1111525849486576_bin.83		1.28e-08	1.83e-08	2.11379160158668	A	-0.515699838284042	pass
1111525849486576_bin.9		7.77e-08	7.31e-08	0.825782312898091	A	0.0880431924552726	pass
1111525849638712_bin.14		1.64e-08	2.23e-08	2.11379160158668	A	-0.443347895302221	pass
1111525849638712_bin.15		2.06e-08	3.33e-08	1.47475749785494	A	-0.692877839888044	pass
1111525849638712_bin.3		1.32e-06	3.46e-06	0.309540416855843	A	-1.39023410827827	pass
1111525849638922_bin.3		1.41e-08	1.75e-08	1.22098700942757	A	-0.311659759433535	pass
1111525849638977_bin.20		2.48e-07	2.85e-07	1.11511777451714	A	-0.200621798665229	pass
1111525849640249_bin.103		3.24e-08	2.61e-08	0.896004004389716	A	0.31194400631474	pass
1111525849640249_bin.105		1.67e-08	1.61e-08	0.0146277788392173	A	0.0527874143594353	pass
1111525849640249_bin.109		1.44e-08	1.5e-08	0.725452954764868	A	-0.0588936890535684	pass
1111525849640249_bin.11		2.24e-08	1.85e-08	0.406985654760693	A	0.275973461541292	pass
1111525849640249_bin.110		1.51e-08	1.88e-08	1.03692796969519	A	-0.316184112352558	pass
1111525849640249_bin.111		1.78e-08	2.18e-08	1.04462109331497	A	-0.292450893810529	pass
1111525849640249_bin.114		1.1e-08	1.44e-08	1.71361647270075	A	-0.388565287917653	pass
1111525849640249_bin.115		1.35e-08	1.86e-08	2.24978259506233	A	-0.462343214057201	pass
1111525849640249_bin.12		1.82e-08	2.39e-08	0.668091011142867	A	-0.393072167782052	pass
1111525849640249_bin.125		8.28e-09	9.34e-09	0.624924507942052	A	-0.173791782210337	pass
1111525849640249_bin.127		1.17e-08	1.56e-08	1.68394895040577	A	-0.415037499278844	pass
1111525849640249_bin.13		1.71e-08	1.79e-08	0.295731254428018	A	-0.0659632623783587	pass
1111525849640249_bin.130		1.04e-08	1.45e-08	2.39052479802701	A	-0.479469371873842	pass
1111525849640249_bin.14		1.31e-08	1.2e-08	0.251191307357385	A	0.126532405928932	pass
1111525849640249_bin.140		1.04e-08	1.44e-08	0.888860407056282	A	-0.46948528330122	pass
1111525849640249_bin.143		1.57e-08	1.61e-08	0.304914254780032	A	-0.0362961292229897	pass
1111525849640249_bin.144		4.15e-08	3.03e-08	1.85575003094844	A	0.453793542761336	pass
1111525849640249_bin.147		1.39e-08	1.36e-08	0.0814251565731004	A	0.0314782314731682	pass
1111525849640249_bin.15		5e-08	3.72e-08	1.89748496605603	A	0.426625473554056	pass
1111525849640249_bin.152		2.25e-08	1.97e-08	0.33778539584768	A	0.191729371760661	pass
1111525849640249_bin.157		1.65e-08	3.02e-08	1.68394895040577	A	-0.872082525079263	pass
1111525849640249_bin.159		1.19e-08	1.43e-08	1.25453399629846	A	-0.265053573470446	pass
1111525849640249_bin.160		5.39e-08	3.81e-08	2.30784312618279	A	0.500494275259184	pass
1111525849640249_bin.163		1.07e-08	1.52e-08	2.26132850433415	A	-0.506460527042438	pass
1111525849640249_bin.22		1.61e-08	2.01e-08	1.02926268073966	A	-0.320134813064312	pass
1111525849640249_bin.23		1.25e-08	1.56e-08	1.04462109331497	A	-0.319617934200161	pass
1111525849640249_bin.24		2.37e-08	1.95e-08	0.333019587668705	A	0.281412935148649	pass
1111525849640249_bin.29		1.35e-08	1.76e-08	1.11511777451714	A	-0.382616021586466	pass
1111525849640249_bin.3		1.35e-08	1.77e-08	1.78392117654678	A	-0.390789953032167	pass
1111525849640249_bin.31		9.49e-09	1.34e-08	2.59820291574811	A	-0.497753008324025	pass
1111525849640249_bin.34		1.37e-08	1.25e-08	0.458817886471769	A	0.13224779829844	pass
1111525849640249_bin.39		1.21e-08	1.5e-08	1.2461040707432	A	-0.309955453221286	pass
1111525849640249_bin.4		1.74e-08	1.63e-08	0.119985776198256	A	0.0942153416176508	pass
1111525849640249_bin.41		1.14e-08	1.24e-08	0.406985654760693	A	-0.121306296222134	pass
1111525849640249_bin.42		2.14e-08	1.84e-08	0.304914254780032	A	0.217905030344134	pass
1111525849640249_bin.47		1.75e-08	2.24e-08	1.63511642305442	A	-0.356143810225275	pass
1111525849640249_bin.56		9.59e-09	9.49e-09	0.0750964772153694	A	0.0151227279970216	pass
1111525849640249_bin.57		1.6e-08	1.68e-08	0.0614403690968548	A	-0.070389327891398	pass
1111525849640249_bin.6		1.01e-08	1.34e-08	1.39336217588572	A	-0.407877707705978	pass
1111525849640249_bin.62		4.26e-08	1.73e-08	0.961521310763395	A	1.30008139258911	pass
1111525849640249_bin.7		2.03e-08	1.88e-08	0.00579351719989629	A	0.110747065507539	pass
1111525849640249_bin.70		1.8e-08	1.82e-08	0.342574629864348	A	-0.0159415438690217	pass
1111525849640249_bin.77		1.47e-08	1.48e-08	0.157246908569375	A	-0.00978102079258545	pass
1111525849640249_bin.78		2.34e-08	2.39e-08	0.583010869196909	A	-0.0305020883973439	pass
1111525849640249_bin.8		1.6e-08	1.68e-08	0.164955797730746	A	-0.070389327891398	pass
1111525849640249_bin.83		1.93e-08	1.78e-08	0.432834753608843	A	0.116723606301683	pass
1111525849640249_bin.86		9.24e-09	1.07e-08	1.00643342576527	A	-0.211646039872452	pass
1111525849640249_bin.87		2.59e-08	1.97e-08	1.4112427824481	A	0.394756468230178	pass
1111525849640249_bin.88		1.28e-08	2.31e-08	1.25453399629846	A	-0.851749041416057	pass
1111525849640249_bin.9		2.07e-08	2.43e-08	1.54913535375634	A	-0.231325546106456	pass
1111525849640249_bin.91		2.28e-08	1.95e-08	0.225554549117909	A	0.225559700415131	pass
1111525849640249_bin.93		1.27e-08	1.26e-08	0.00288719673882854	A	0.0114047632722493	pass
1111525849640249_bin.94		1.24e-08	1.37e-08	0.668091011142867	A	-0.143835772573651	pass
1111525849640249_bin.95		8.02e-08	5.12e-07	0.81206013069037	A	-2.67446966843244	pass
1111525849640249_bin.96		1.62e-08	1.92e-08	0.798444635583915	A	-0.245112497836531	pass
1111525849640573_bin.12		1.09e-08	1.33e-08	1.28854255678778	A	-0.287098110724263	pass
1111525849640573_bin.15		6.44e-08	5.07e-08	0.304914254780032	A	0.345074941111277	pass
1111525849640573_bin.28		9.05e-09	1.05e-08	0.93212955427084	A	-0.214399630582917	pass
1111525849640573_bin.31		1.2e-08	1.71e-08	1.35795418708551	A	-0.510961919277379	pass
1111525849640573_bin.32		1.33e-08	1.55e-08	1.02926268073966	A	-0.220841969773048	pass
1111525849640573_bin.37		1.18e-08	1.61e-08	1.7536047857127	A	-0.448273828752776	pass
1111525849640573_bin.7		1.07e-08	1.41e-08	1.78392117654678	A	-0.398084365997647	pass
1111525849644360_bin.32		6.65e-09	8.03e-09	0.981094158547822	A	-0.272045647128763	pass
1111525849644360_bin.38		1.05e-06	2.33e-08	0.983853304579633	A	5.49391556278657	pass
1111525849644360_bin.42		1.08e-08	1.95e-08	1.67412122864258	A	-0.852442811586142	pass
1111525849644360_bin.43		2.15e-08	2.73e-07	1.42022738660094	A	-3.66649238621775	pass
1111525849644360_bin.5		5.86e-07	3.2e-06	0.217187994820685	A	-2.44909933535248	pass
1111525849644733_bin.13		2.35e-07	2.37e-07	0.46465337781432	A	-0.0122263023332594	pass
1111525849644833_bin.10		2.52e-08	2.24e-07	1.05234208122261	A	-3.15200309344505	pass
1111525849644833_bin.21		4.32e-08	4.57e-08	1.39336217588572	A	-0.0811628528946011	pass
1111525849645106_bin.7		1.48e-08	2.07e-08	2.05851212127484	A	-0.484033591870376	pass
1111525849645752_bin.44		2.61e-08	2.19e-08	1.08350547708043	A	0.253118936968711	pass
1111525849645752_bin.47		3.32e-07	1.89e-07	0.588922328664878	A	0.812797007125852	pass
1111525849645752_bin.6		1.24e-07	8e-08	2.67386227990728	A	0.632268215499513	pass
1111525849649875_bin.41		1.76e-08	2.31e-08	0.427616657751027	A	-0.39231742277876	pass
1111525849650039_bin.1		3e-08	2.32e-08	1.53036091204509	A	0.370837695368309	pass
1111525849650039_bin.17		3e-08	2.39e-08	1.01401544571539	A	0.327951882515132	pass
1111525849650039_bin.18		1.56e-08	1.88e-08	1.2461040707432	A	-0.269186632815389	pass
1111525849650039_bin.23		3.35e-08	2.49e-08	1.65455767005578	A	0.428015353277054	pass
1111525849650039_bin.8		7.52e-08	2.73e-08	0.548071992206042	A	1.46183171075778	pass
1111525849650039_bin.9		1.89e-08	2.28e-08	0.304914254780032	A	-0.270647589943669	pass
1111525849650090_bin.3		1.09e-08	1.42e-08	1.70369654340199	A	-0.381562794727756	pass
1111525849663614_bin.69		6.38e-08	4.52e-08	2.18119815724048	A	0.497233651349682	pass
1111525849663614_bin.77		8.8e-08	6.06e-08	2.29616476147217	A	0.538185730051708	pass
1111525849663614_bin.83		1.28e-08	1.51e-08	0.738487066250802	A	-0.238404739325079	pass
1111525849663614_bin.90		1.49e-08	1.45e-08	0.116376132092279	A	0.0392594304472269	pass
1111525849663683_bin.19		2.9e-07	1.81e-07	1.96103532054242	A	0.680063202931729	pass
1111525849663683_bin.3		7e-08	1.96e-07	1.66432414419928	A	-1.48542682717024	pass
1111525849663740_bin.22		1.03e-07	6.07e-08	0.217187994820685	A	0.762875915814899	pass
1111525849663802_bin.14		1.18e-08	1.41e-08	0.76487067126297	A	-0.256908303036952	pass
1111525849663802_bin.20		1.5e-08	1.93e-08	1.27999701282979	A	-0.3636383467722	pass
1111525849663802_bin.8_new		1.19e-08	1.7e-08	1.17152668397206	A	-0.514573172829758	pass
1111525849663969_bin.10		1.11e-08	1.24e-08	0.603220869746163	A	-0.159780444036769	pass
1111525849663969_bin.5		1.86e-08	7.62e-08	0.34738733090046	A	-2.03448837638529	pass
1111525849664398_bin.10		1.44e-08	5.75e-08	0.718975189119991	A	-1.99749314438943	pass
1111525849664761_bin.1		3.06e-06	2.46e-06	0.192620279592498	A	0.314873337353412	pass
1111525849667770_bin.14		6.6e-08	4.71e-08	2.42646225530022	A	0.486738964633033	pass
1111525849667897_bin.20		4.13e-07	3.04e-07	0.300311214999651	A	0.44207045797586	pass
1111525849668257_bin.4		1.72e-08	2.24e-08	1.35795418708551	A	-0.381090167355506	pass
1111525849668257_bin.6		4.51e-08	5.28e-08	1.62544153899025	A	-0.227410496103073	pass
1111525849668582_bin.12		1.04e-08	1.53e-08	0.727693587210743	A	-0.55694812455156	pass
1111525849668582_bin.18	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_A;s__Peptoniphilus_A harei_A	2.11e-07	9.37e-08	2.78969780331687	A	1.17112204593536	Female
1111525849668977_bin.23		3.99e-08	3.45e-08	1.52101877091091	A	0.209792384556814	pass
1111525849668977_bin.3		5.35e-08	3.63e-08	1.14718137042632	A	0.559569343292759	pass
1111525849669408_bin.9		5.52e-08	4.34e-08	1.66432414419928	A	0.34697322433369	pass
1111525849669703_bin.2		1.14e-08	1.38e-08	0.805239065523022	A	-0.275634442613427	pass
1111525849669823_bin.8		1.98e-08	1.97e-08	0.217187994820685	A	0.00730480062323322	pass
1111525849669879_bin.23		1.22e-08	1.54e-08	1.32301513589258	A	-0.336049203132015	pass
1111525849670236_bin.6		3.87e-08	2.96e-08	1.48394997174811	A	0.386736390515461	pass
1111525849736752_bin.14		7.76e-09	9.22e-09	1.23579176389439	A	-0.24871009824221	pass
1111525849736752_bin.15		1.2e-08	1.54e-08	1.13109300742095	A	-0.359895945086383	pass
1111525849736752_bin.20		1.47e-08	1.54e-08	1.51170666513227	A	-0.0671141958585369	pass
1111525849736752_bin.44		3.01e-08	2.4e-08	0.946770667320922	A	0.326729081151183	pass
1111525849736824_bin.22		4.04e-08	3.83e-08	0.282129409051212	A	0.0770109008268376	pass
1111525849736894_bin.11		2.28e-08	2.21e-08	0.213038080497887	A	0.0449874547733099	pass
1111525849736894_bin.31		3.77e-08	3.14e-08	1.19612822188686	A	0.263799964377037	pass
1111525849736894_bin.48		2.55e-08	2.12e-08	0.401888043158112	A	0.266432982295659	pass
1111525849736894_bin.8		3.75e-08	2.86e-08	1.48394997174811	A	0.390875448604854	pass
1111525849736894_bin.9		3.88e-08	2.91e-08	1.61579711837639	A	0.415037499278844	pass
1111525849736908_bin.15		1.2e-07	1.35e-07	0.295731254428018	A	-0.169925001442313	pass
1111525849736908_bin.30		2.89e-08	2.36e-08	0.680656264399151	A	0.292282633138838	pass
1111525849736908_bin.41		1.39e-08	1.67e-08	1.0216251854599	A	-0.264763219750545	pass
1111525849736936_bin.29		1.62e-08	2.13e-08	1.67412122864258	A	-0.394859617341214	pass
1111525849736936_bin.3		1.18e-08	1.5e-08	1.46559483905853	A	-0.346175641134039	pass
1111525849736936_bin.31		2.14e-08	1.9e-08	0.123616448197779	A	0.171611378070199	pass
1111525849736936_bin.37		1.61e-08	2.04e-08	1.76367920915057	A	-0.341508463856879	pass
1111525849736936_bin.47		1.1e-08	1.64e-08	2.53610014593221	A	-0.576192291093424	pass
1111525849736979_bin.1		7.52e-08	1.54e-07	1.63511642305442	A	-1.03412578390463	pass
1111525849737037_bin.19		5.74e-08	4.85e-08	1.69380738753681	A	0.243065989601198	pass
1111525849737037_bin.2		2.02e-08	2.42e-08	1.25453399629846	A	-0.2606517545228	pass
1111525849737037_bin.23		3.73e-08	1.96e-08	0.860556483845194	A	0.92832197614003	pass
1111525849737037_bin.29		1.97e-08	2.13e-08	0.600821296343512	A	-0.112657800769462	pass
1111525849737158_bin.14		2.24e-08	1.97e-08	0.818907865523763	A	0.185303102601228	pass
1111525849737158_bin.18_new		4.2e-08	5.33e-08	1.81451751161719	A	-0.343746205093053	pass
1111525849737158_bin.35	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sp000478175	3.57e-08	2.54e-07	3.77553427509184	A	-2.83083251763043	Male
1111525849737189_bin.1		5.27e-08	4.54e-08	0.991352390543506	A	0.2151106643463	pass
1111525849737205_bin.12		2.65e-08	2.32e-08	0.282129409051212	A	0.191867554322989	pass
1111525849737484_bin.1		1.41e-08	1.55e-08	0.903174724374416	A	-0.136573052875444	pass
1111525849737484_bin.17		1.58e-08	1.55e-08	0.00288719673882854	A	0.0276563429028653	pass
1111525849737484_bin.20		1.39e-08	1.87e-08	1.76367920915057	A	-0.427953387164129	pass
1111525849737484_bin.22		6.27e-08	4.67e-08	1.99323955027982	A	0.425042893092377	pass
1111525849737484_bin.26		2.93e-08	2.29e-08	1.08350547708043	A	0.355553066325304	pass
1111525849737484_bin.28		2.64e-08	2.25e-08	0.798444635583915	A	0.230612928141416	pass
1111525849737484_bin.3		1.46e-08	1.6e-08	0.417252962731255	A	-0.132103536007345	pass
1111525849737484_bin.31		2.49e-08	2.09e-08	0.453949745241561	A	0.252642799987198	pass
1111525849737484_bin.8		1.08e-08	1.18e-08	0.406985654760693	A	-0.127755547198373	pass
1111525849737518_bin.20		1.56e-08	2.03e-08	1.90799751691925	A	-0.379933698322928	pass
1111525849737518_bin.30		1.2e-08	1.45e-08	0.874654427790519	A	-0.273018494406416	pass
1111525849739687_bin.11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae	7.37e-07	1.58e-07	2.23826966771116	A	2.22174006091797	Female
1111525849740170_bin.15		1.54e-07	1.15e-07	0.391764696575395	A	0.421296489750526	pass
1111525849742525_bin.5		9.75e-09	1.34e-08	1.84539492094124	A	-0.458758876708162	pass
1111525849742525_bin.6		9.08e-09	1.08e-08	0.75823525412503	A	-0.250267109759916	pass
1111525849742850_bin.16		3.41e-08	2.29e-08	0.825782312898091	A	0.574424140927229	pass
1111525849742850_bin.4		8.2e-08	6.67e-08	2.35488941436941	A	0.297937148320861	pass
1111525849742957_bin.1		1.82e-08	2.07e-08	0.860556483845194	A	-0.185692317300629	pass
1111525849743258_bin.42		2.63e-08	3.55e-08	1.43828535802936	A	-0.432756225099742	pass
1111525849743575_bin.1		2.52e-08	2.7e-08	0.161090569809892	A	-0.0995356735509144	pass
1111525849743575_bin.107		4.18e-08	3.25e-08	1.2293306144562	A	0.363063224165066	pass
1111525849743575_bin.108		4.45e-08	3.11e-08	0.853547930935638	A	0.516890755723157	pass
1111525849743575_bin.113		6.02e-08	4.56e-08	1.47475749785494	A	0.40072966259496	pass
1111525849743575_bin.12		4.33e-08	3.15e-08	1.51170666513227	A	0.459015196339446	pass
1111525849743575_bin.20		2.48e-08	2.52e-08	0.282129409051212	A	-0.0230836131130413	pass
1111525849743575_bin.30		4.41e-08	8.55e-08	1.51170666513227	A	-0.95514576421574	pass
1111525849743575_bin.39		7.78e-08	3.84e-08	1.12309126853993	A	1.01866384426504	pass
1111525849743575_bin.40		1.48e-08	2.02e-08	0.357083307999203	A	-0.448758117122845	pass
1111525849743575_bin.43		2.61e-08	4.63e-08	1.90799751691925	A	-0.826962386690352	pass
1111525849743575_bin.45		3.72e-08	2.74e-08	1.18789917285417	A	0.441126728147505	pass
1111525849743575_bin.5		2.37e-08	1.91e-08	0.825782312898091	A	0.311314420862511	pass
1111525849743575_bin.56		6.81e-08	5.42e-08	0.839611477075552	A	0.329361946658199	pass
1111525849743575_bin.57		3.53e-08	4.25e-08	1.59659945776057	A	-0.267794657753884	pass
1111525849743575_bin.70		1.3e-07	1.47e-07	1.18789917285417	A	-0.17730453180791	pass
1111525849743575_bin.83		2e-08	3.86e-08	0.357083307999203	A	-0.948600847493356	pass
1111525849743575_bin.92		1.94e-08	1.79e-08	0.221360135665786	A	0.116097064922871	pass
1111525849743575_bin.99		2.84e-08	2.32e-08	0.718975189119991	A	0.29176612437711	pass
1111525849743663_bin.12		2.53e-08	1.98e-08	1.34042620073593	A	0.353636954614701	pass
1111525849743663_bin.15		1.1e-08	1.46e-08	1.82477869284401	A	-0.408464845355358	pass
1111525849743663_bin.2		1.27e-08	1.5e-08	0.75823525412503	A	-0.240134003723715	pass
1111525849743663_bin.8		1.71e-08	1.34e-08	1.11476426283022	A	0.351763324428126	pass
1111525849743902_bin.2		6.08e-08	2.22e-07	0.903174724374416	A	-1.86841644779388	pass
1111525849748616_bin.32		1.48e-08	1.67e-08	1.35795418708551	A	-0.174250926845102	pass
1111525849748616_bin.37		1.71e-08	1.67e-08	0.0390410816198693	A	0.0341482224118456	pass
1111525849748616_bin.46		2.75e-08	2.3e-08	0.443343646376015	A	0.257797757467647	pass
1111525849748686_bin.21		1.23e-07	1.22e-07	0.874654427790519	A	0.0117771677763535	pass
1111525849752591_bin.35		1.2e-08	1.61e-08	1.54913535375634	A	-0.424026282506098	pass
1111525849752591_bin.7		1.43e-08	1.79e-08	1.63511642305442	A	-0.323944440485867	pass
1111525849752670_bin.3		2.1e-07	4.36e-07	0.176681362198542	A	-1.0539388071108	pass
1111525849753200_bin.13		2e-06	1.78e-05	0.304914254780032	A	-3.15380533607904	pass
1111525849753914_bin.31		5.09e-08	3.68e-08	1.95036424740658	A	0.467959890018682	pass
1111525849755503_bin.1		1.12e-08	1.25e-08	0.839611477075552	A	-0.158429362604483	pass
